Word,Meaning
unaffected,"adj.自然的,不矫揉造作的,不变的"
rigorously,"adv.严厉地,残酷地"
journalistic,"adj.新闻工作的"
lively,"adj.充满活力的,活泼的"
delightful,"adj.令人非常高兴的,讨喜的"
commentary,"n.评论,评注"
exhibit,"v.显示,展览"
minimize,"v.使减到最小,小看"
principal,"adj.主要的"
merchant,"n.商人"
landowner,"n.地主"
artistic,"adj.艺术的"
portrait,"n.肖像,画像"
avidness,"n.渴望,热心"
digust,"v.厌恶"
characterize,"v.描述人物的特征"
tyrannical,"adj.专横的"
irritable,"adj.易怒的"
quarrelsome,"adj.好争吵的"
mansion,"n.豪宅"
"designed suit","n.名牌"
hardship,"n.困难"
prosperity,"n.富有"
image,"n.幻象"
tranquility,"n.安宁"
immobility,"n.静止"
desirability,"n.值得做的事情"
complexity,"n.复杂"
stability,"n.稳定"
commemorate,"v.纪念"
fame,"n.流言"
marine,"adj.海的,海洋的"
dedicate,"v.致力,献身,题献"
approval,"n.赞成,批准,认可"
attribution,"n.归属"
fascinating,"adj.魅惑的"
rugged,"adj.粗糙的,崎岖的"
terrain,"n.地形,地面"
praise,"n.称赞,赞扬 v.称赞,赞扬"
inescapable,"adj.不可避免的"
unjust,"adj.不公平的"
tolerable,"adj.可以忍受的"
aerodynamic,"adj.空气动力学"
conventional,"adj.传统的"
prejudiced,"adj.怀偏见的,有成见的"
digress,"v.离题,跑题"
calcify,"v.僵化"
concession,"n.让步"
demurral,"n.异议,抗议,反对"
palliative,"n.缓解剂,缓解"
generous,"adj.慷慨的"
deprivation,"n.缺失"
complacence,"n.自满,沾沾自喜"
latency,"n.潜伏"
municipality,"n.自治市,自治区"
autonomous,"adj.独立的"
mayoral,"n.市长"
recommence,"v.重新开始"
beneath,"prep.在...之下"
permit,"v.符合"
generalization,"n.一般化,概括"
secrecy,"n.保密,秘密"
impulse,"n.脉冲,刺激"
satisfy,"v.使满意"
invite,"v.招致"
provoke,"v.引发"
soil,"n.土地"
freeze,"v.凝固"
parch,"v.烤,烘,烤干"
tropical,"adj.热带的"
desert,"n.沙漠"
bystander,"n.旁观者"
account,"n.描述,报道 v.解释,说明"
probable,"adj.可能的"
implausible,"adj.不合逻辑的"
inconsistent,"adj.矛盾的"
legislation,"n.立法"
bipartisanship,"n.两党合作"
sketch,"n.素描,略图,梗概"
vignette,"n.插图"
treatise,"n.专题论文"
vivid,"adj.生动的"
grouchy,"adj.不听话的"
race,"n.种族,人种"
fabrication,"n.编造的东西,谎言"
imitation,"n.纺织品"
replication,"n.复制"
juxtapose,"v.把东西并列"
govern,"v.控制"
exuberantly,"adv.愉快地"
jaded,"adj.疲惫的"
exultant,"adj.狂喜的"
discerning,"adj.有识别力的,有眼力的"
hesitation,"n.犹豫"
concealment,"n.隐藏"
potent,"adj.有效的,强有力的"
naturalistic,"adj.自然主义的"
competitive,"adj.竞争的,抑制的"
cooperating,"adj.互相促进的"
neutralizing,"adj.使无效的"
counteracting,"adj.抵消的"
ballyhooed,"n.大肆宣传"
suspect,"n.嫌疑犯 v.怀疑"
complusive,"adj.极有趣的,令人着迷的"
pensiveness,"adj.沉思的,忧郁的"
drollness,"n.幽默,诙谐"
stoicism,"n.恬淡寡欲"
fastidiousness,"n.严格,一丝不苟"
congeniality,"n.意气相投"
guarded,"adj.谨慎的"
pride,"v.骄傲 n.骄傲"
irritation,"n.刺激,激怒"
compulsive,"adj.极有趣的,令人着迷的,强迫性的"
utilitarianism,"n.功利主义"
parochialism,"n.偏狭,狭隘,狭隘主义"
historicism,"n.历史相对论,历史主义"
prose,"n.散文 adj.散文的"
flippancy,"n.无礼,轻率"
aimless,"adj.没有目标的,无目的的"
tendentiousness,"n.倾向性"
discursion,"n.漫谈离题,推论"
compliance,"n.服从,顺从,听从"
veiled,"adj.隐藏的,不清楚的"
occasionally,"adv.偶尔,间或"
cynicism,"n.讥笑,愤世嫉俗"
acquiescence,"n.默许"
intractability,"n.难驾驭,棘手"
veneration,"n.尊敬,崇拜"
detestation,"n.嫌恶,痛恨"
portray,"v.画像,描述"
strike,"v.罢工,打击"
fictionalize,"v.使小说化,变成小说"
decidedly,"adv.确实无疑地,坚决地"
critique,"n.批评 v.批评"
publicity,"n.公众的注意,众所周知,宣传"
thin,"v.使淡,稀释,adv.稀疏地"
radioactive,"adj.放射性的"
nuclear,"adj.原子能的,原子核的"
dispose,"v.处理,安置"
unmanageable,"adj.难管理的,难处理的"
troubling,"n.浑浊度"
span,"n.跨度,一段时间"
plasticity,"n.粘性,柔软性"
discontinuity,"n.断绝,不连续"
uncommonly,"adv.罕见地"
neglected,"adj.被忽视的"
comprehend,"v.理解,领会"
complicate,"v.使复杂化"
frank,"adj.坦白的,直率的,老实的"
acquainted,"adj.了解,知晓,熟悉"
revise,"v.修订,修改,复习"
inbreeding,"n.近亲交配"
crushing,"adj.决定性的"
insistence,"n.坚持"
stagnation,"n.停滞,不景气"
rigid,"adj.严格的,僵硬的,死板的"
committed,"adj.忠诚的,坚定的"
neutral,"adj.中立的,中性的 n.中立国,中立者"
satirize,"v.讽刺,讥讽"
moneyed,"adj.有钱的"
folk,"n.人们,民族 adj.民间的"
unsufferable,"adj.难以忍受的,难堪的"
whereby,"adv.借以 conj.凭借"
palpability,"n.可触知性,明白"
indiscriminate,"adj.不加区别的,不加选择的"
iconoclastic,"adj.偶像破坏的,打破旧习的"
controversy,"n.争论,论战"
popularity,"n.受欢迎,有声望"
sophistication,"n.复杂,诡辩"
dichotomous,"adj.分成两个的"
untenable,"adj.站不住脚的,不堪一击的,难以防守的"
unsustainable,"adj.不能证实的,不能成立的"
subversive,"adj.破坏性的,从事颠覆的 n.危险分子"
flawed,"adj.有缺陷的,有裂纹的"
evanescence,"n.逐渐消失,瞬息"
transience,"n.短暂"
deterioration,"n.恶化,变坏"
columnar,"adj.柱形的,桶形的"
paradoxical,"adj.事与愿违的,自相矛盾的"
ubiquity,"n.到处存在,普遍存在"
virtual,"adj.实质上的,虚拟的"
admire,"v.夸赞"
avocation,"n.消遣"
bereavement,"n.失去(亲朋)"
conformity,"n.一致"
conspiracy,"n.暗中共谋"
customization,"n.定制"
dexterousness,"n.灵巧"
divergence,"n.偏差"
embroil,"v.使卷入"
eventuality,"n.可能性"
idolize,"v.极端崇拜"
insolence,"n.傲慢无礼"
modesty,"n.谦逊"
muddled,"adj.混乱的"
obsession,"n.着魔"
revitalization,"n.复兴"
spontaneity,"n.自发性"
withstand,"v.经受住"
succinctness,"n.简洁,简明"
emptiness,"n.空虚,无意义"
intransigence,"n.不妥协,顽固"
plenitude,"n.充实,丰富"
abundance,"n.大量,充足"
charged,"adj.带电的,气氛紧张的"
indivisible,"adj.不能分割的,除不尽的"
guileless,"adj.单纯的"
intrusive,"adj.侵入的"
apparatus,"n.器具,仪器"
adroitly,"adv.敏捷地,熟练地"
deftness,"n.熟练,灵巧,敏捷"
synergy,"n.协同"
diverse,"adj.不同的,多种多样的"
obdurate,"adj.顽固的,执拗的"
transformative,"adj.变化的"
